File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Bio Rep No	Tech Rep No	Biosource Type	Organism	Related File Relationship	Related File	Paired End	Set Status	File Status	Publication	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Project	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIUYD3HBY/@@download/4DNFIUYD3HBY.hic	4DNES6GBBV5D	4DNEX79NW5UD	4DNFIUYD3HBY	993.53	1d227b37cffa1cf78f5cdfe00d696e5f	contact matrix	hic	1	1	immortalized cell line	chicken	N/A	N/A	N/A	released	released	Gibcus JH et al. (2018)	Dilution Hi-C	unreplicated	HindIII	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HiC on sorted sync. chicken cells	G2 block (0m)	processed file	External	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8712bf31-33d0-4562-ab0b-a1e9cf4fd30c/4DNFIUYD3HBY.hic
https://data.4dnucleome.org/files-processed/4DNFIH8L6WON/@@download/4DNFIH8L6WON.mcool	4DNES6GBBV5D	4DNEX79NW5UD	4DNFIH8L6WON	691.68	8760e9cbfd5b5fd60d7eedef4f6bf065	contact matrix	mcool	1	1	immortalized cell line	chicken	N/A	N/A	N/A	released	released	Gibcus JH et al. (2018)	Dilution Hi-C	unreplicated	HindIII	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HiC on sorted sync. chicken cells	G2 block (0m)	processed file	External	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4e321fa9-1abe-48e6-9920-bcf88ee3b8ce/4DNFIH8L6WON.mcool
https://data.4dnucleome.org/files-processed/4DNFIO6SYWVV/@@download/4DNFIO6SYWVV.bw	4DNES6GBBV5D	4DNEX79NW5UD	4DNFIO6SYWVV	0.10	a3dd9ea03556f4f720bdeed49e7d0c0b	compartments	bw	1	1	immortalized cell line	chicken	N/A	N/A	N/A	released	released	Gibcus JH et al. (2018)	Dilution Hi-C	unreplicated	HindIII	DT40 with random integration of X. laevis Cdk1, CDK1 disruption	HiC on sorted sync. chicken cells	G2 block (0m)	processed file	External	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/061717ed-7acd-4bc8-9954-b1566d4b2890/4DNFIO6SYWVV.bw
https://data.4dnucleome.org/files-processed/4DNFITUM51JH/@@download/4DNFITUM51JH.pairs.gz	4DNES6MT2D6K	4DNEXMBTNXDO, 4DNEX1G8JPA2	4DNFITUM51JH	3611.80	50a51be5fd35ac1a9b35768332e2e1f2	contact list-combined	pairs	1, 2	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Alavattam KG et al. (2022)	DNase Hi-C	merged replicates	DNaseI	RUES2 differentiated to endothelial progenitor cell	DNase Hi-C on human iPSCs differentiated to endothelium	endothelial progenitor - day 6	processed file	4DN	4DN DCIC, HMS	Chuck Murry, UW	N/A	N/A	N/A
https://data.4dnucleome.org/files-processed/4DNFITUM51JH/@@download/4DNFITUM51JH.pairs.gz.px2	4DNES6MT2D6K	4DNEXMBTNXDO, 4DNEX1G8JPA2	4DNFITUM51JH	11.74	52967255ec038063882a14bb60738904	contact list-combined	pairs_px2	1, 2	1, 1	stem cell derived cell line	human	secondary file for	4DNFITUM51JH	N/A	released	released	Alavattam KG et al. (2022)	DNase Hi-C	merged replicates	DNaseI	RUES2 differentiated to endothelial progenitor cell	DNase Hi-C on human iPSCs differentiated to endothelium	endothelial progenitor - day 6	processed file	4DN	4DN DCIC, HMS	Chuck Murry, UW	N/A	N/A	N/A
https://data.4dnucleome.org/files-processed/4DNFIMOBZJIO/@@download/4DNFIMOBZJIO.hic	4DNES6MT2D6K	4DNEXMBTNXDO, 4DNEX1G8JPA2	4DNFIMOBZJIO	1663.41	2b2ac5e5775bb4c022fa4dc0c34addcc	contact matrix	hic	1, 2	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Alavattam KG et al. (2022)	DNase Hi-C	merged replicates	DNaseI	RUES2 differentiated to endothelial progenitor cell	DNase Hi-C on human iPSCs differentiated to endothelium	endothelial progenitor - day 6	processed file	4DN	4DN DCIC, HMS	Chuck Murry, UW	N/A	N/A	N/A
https://data.4dnucleome.org/files-processed/4DNFI3CTXDI2/@@download/4DNFI3CTXDI2.mcool	4DNES6MT2D6K	4DNEXMBTNXDO, 4DNEX1G8JPA2	4DNFI3CTXDI2	1028.30	c32be998d46c9389098470cc24b41748	contact matrix	mcool	1, 2	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Alavattam KG et al. (2022)	DNase Hi-C	merged replicates	DNaseI	RUES2 differentiated to endothelial progenitor cell	DNase Hi-C on human iPSCs differentiated to endothelium	endothelial progenitor - day 6	processed file	4DN	4DN DCIC, HMS	Chuck Murry, UW	N/A	N/A	N/A
https://data.4dnucleome.org/files-processed/4DNFI7TJG9K9/@@download/4DNFI7TJG9K9.bed.gz	4DNES6MT2D6K	4DNEXMBTNXDO, 4DNEX1G8JPA2	4DNFI7TJG9K9	0.19	5619637615c8251e64d9a422cb3c6a23	boundaries	bed	1, 2	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Alavattam KG et al. (2022)	DNase Hi-C	merged replicates	DNaseI	RUES2 differentiated to endothelial progenitor cell	DNase Hi-C on human iPSCs differentiated to endothelium	endothelial progenitor - day 6	processed file	4DN	4DN DCIC, HMS	Chuck Murry, UW	N/A	N/A	N/A
https://data.4dnucleome.org/files-processed/4DNFI51TV9E1/@@download/4DNFI51TV9E1.bw	4DNES6MT2D6K	4DNEXMBTNXDO, 4DNEX1G8JPA2	4DNFI51TV9E1	8.17	b7488065fdd3b21c2d48f3fbf56ead3c	insulation score-diamond	bw	1, 2	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Alavattam KG et al. (2022)	DNase Hi-C	merged replicates	DNaseI	RUES2 differentiated to endothelial progenitor cell	DNase Hi-C on human iPSCs differentiated to endothelium	endothelial progenitor - day 6	processed file	4DN	4DN DCIC, HMS	Chuck Murry, UW	N/A	N/A	N/A
https://data.4dnucleome.org/files-processed/4DNFIYKU74YL/@@download/4DNFIYKU74YL.bw	4DNES6MT2D6K	4DNEXMBTNXDO, 4DNEX1G8JPA2	4DNFIYKU74YL	0.20	99a02a4df750b9dbdebaa2821eec0437	compartments	bw	1, 2	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Alavattam KG et al. (2022)	DNase Hi-C	merged replicates	DNaseI	RUES2 differentiated to endothelial progenitor cell	DNase Hi-C on human iPSCs differentiated to endothelium	endothelial progenitor - day 6	processed file	4DN	4DN DCIC, HMS	Chuck Murry, UW	N/A	N/A	N/A
https://data.4dnucleome.org/files-processed/4DNFI97KGTX9/@@download/4DNFI97KGTX9.pairs.gz	4DNES6V4HVDE	4DNEXNIZPGD6	4DNFI97KGTX9	1947.65	86b4d9c91cac1fa50c5f273b55d57b6d	contact list-combined	pairs	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	unreplicated	HindIII	SK-N-DZ	Hi-C on ENCODE3 cell lines	SK-N-DZ	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b85038f2-8b84-4c12-af04-bf1b732c0d9a/4DNFI97KGTX9.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI97KGTX9/@@download/4DNFI97KGTX9.pairs.gz.px2	4DNES6V4HVDE	4DNEXNIZPGD6	4DNFI97KGTX9	25.08	5b2f31ad16a07c614d8b8687736a494e	contact list-combined	pairs_px2	1	1	immortalized cell line	human	secondary file for	4DNFI97KGTX9	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	unreplicated	HindIII	SK-N-DZ	Hi-C on ENCODE3 cell lines	SK-N-DZ	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b85038f2-8b84-4c12-af04-bf1b732c0d9a/4DNFI97KGTX9.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIA3AKFSU/@@download/4DNFIA3AKFSU.hic	4DNES6V4HVDE	4DNEXNIZPGD6	4DNFIA3AKFSU	1814.84	4d5d2dd407aa9d327ec1d1b3dbd27c3c	contact matrix	hic	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	unreplicated	HindIII	SK-N-DZ	Hi-C on ENCODE3 cell lines	SK-N-DZ	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/62d81a52-d2cb-4bbd-8510-0fe120e786e0/4DNFIA3AKFSU.hic
https://data.4dnucleome.org/files-processed/4DNFIHXCPUAP/@@download/4DNFIHXCPUAP.mcool	4DNES6V4HVDE	4DNEXNIZPGD6	4DNFIHXCPUAP	1671.84	25571d06f4d9ca79c40d4c0a3f70bed8	contact matrix	mcool	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	unreplicated	HindIII	SK-N-DZ	Hi-C on ENCODE3 cell lines	SK-N-DZ	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8d53e870-c6ff-4f31-8cf5-50b8f619cdd4/4DNFIHXCPUAP.mcool
https://data.4dnucleome.org/files-processed/4DNFIXIRX3AV/@@download/4DNFIXIRX3AV.bed.gz	4DNES6V4HVDE	4DNEXNIZPGD6	4DNFIXIRX3AV	0.41	de24705a9fd7f7b9707fa131ded61921	boundaries	bed	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	unreplicated	HindIII	SK-N-DZ	Hi-C on ENCODE3 cell lines	SK-N-DZ	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/db14d068-1d73-4c75-bd6d-6268c56b1e59/4DNFIXIRX3AV.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIH54NU2D/@@download/4DNFIH54NU2D.bw	4DNES6V4HVDE	4DNEXNIZPGD6	4DNFIH54NU2D	4.12	8d7d6d97f0a62e4e96fa87fbcf817b86	insulation score-diamond	bw	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	unreplicated	HindIII	SK-N-DZ	Hi-C on ENCODE3 cell lines	SK-N-DZ	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9098421a-4662-4851-b238-7fbf612a2345/4DNFIH54NU2D.bw
https://data.4dnucleome.org/files-processed/4DNFIP7CNSLI/@@download/4DNFIP7CNSLI.bw	4DNES6V4HVDE	4DNEXNIZPGD6	4DNFIP7CNSLI	0.20	eb826673c368bc5e6d1b33b12a9a9bc3	compartments	bw	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	unreplicated	HindIII	SK-N-DZ	Hi-C on ENCODE3 cell lines	SK-N-DZ	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9dbf2ded-c329-4005-8096-9588d71cd58f/4DNFIP7CNSLI.bw
https://data.4dnucleome.org/files-processed/4DNFIUNWDW7H/@@download/4DNFIUNWDW7H.pairs.gz	4DNES6YMW2WC	4DNEXZKNI8A6, 4DNEXWL6AZ1B	4DNFIUNWDW7H	1963.28	3f932316bb5db3afe69804902bfefe08	contact list-combined	pairs	2, 1	1, 1	immortalized cell line	mouse	N/A	N/A	N/A	released	released	Rao SS et al. (2014)	Dilution Hi-C	merged replicates	HindIII	CH12.LX	Hi-C on CH12.LX	dilution Hi-C on CH12.LX with HindIII and bio-dCTP	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8a147f5d-121a-43cb-8963-d018b16824b3/4DNFIUNWDW7H.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIUNWDW7H/@@download/4DNFIUNWDW7H.pairs.gz.px2	4DNES6YMW2WC	4DNEXZKNI8A6, 4DNEXWL6AZ1B	4DNFIUNWDW7H	16.54	93c5d2c13e1618630809082f54df5912	contact list-combined	pairs_px2	2, 1	1, 1	immortalized cell line	mouse	secondary file for	4DNFIUNWDW7H	N/A	released	released	Rao SS et al. (2014)	Dilution Hi-C	merged replicates	HindIII	CH12.LX	Hi-C on CH12.LX	dilution Hi-C on CH12.LX with HindIII and bio-dCTP	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8a147f5d-121a-43cb-8963-d018b16824b3/4DNFIUNWDW7H.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFINMLRY95/@@download/4DNFINMLRY95.hic	4DNES6YMW2WC	4DNEXZKNI8A6, 4DNEXWL6AZ1B	4DNFINMLRY95	1634.40	3e87ba89fa7b7d302de74c240febe7ec	contact matrix	hic	2, 1	1, 1	immortalized cell line	mouse	N/A	N/A	N/A	released	released	Rao SS et al. (2014)	Dilution Hi-C	merged replicates	HindIII	CH12.LX	Hi-C on CH12.LX	dilution Hi-C on CH12.LX with HindIII and bio-dCTP	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/76e641af-90be-49f8-b126-12c20f856159/4DNFINMLRY95.hic
https://data.4dnucleome.org/files-processed/4DNFIWSPOUOW/@@download/4DNFIWSPOUOW.mcool	4DNES6YMW2WC	4DNEXZKNI8A6, 4DNEXWL6AZ1B	4DNFIWSPOUOW	1584.25	dc9adb98cfa78a2ca94149c43563d1b6	contact matrix	mcool	2, 1	1, 1	immortalized cell line	mouse	N/A	N/A	N/A	released	released	Rao SS et al. (2014)	Dilution Hi-C	merged replicates	HindIII	CH12.LX	Hi-C on CH12.LX	dilution Hi-C on CH12.LX with HindIII and bio-dCTP	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7f0456ad-4ef6-4302-b3c3-8d8f7160c035/4DNFIWSPOUOW.mcool
https://data.4dnucleome.org/files-processed/4DNFICYYSEGF/@@download/4DNFICYYSEGF.bed.gz	4DNES6YMW2WC	4DNEXZKNI8A6, 4DNEXWL6AZ1B	4DNFICYYSEGF	0.22	0110c7b72561ed2be7757ab46c1ef0a1	boundaries	bed	2, 1	1, 1	immortalized cell line	mouse	N/A	N/A	N/A	released	released	Rao SS et al. (2014)	Dilution Hi-C	merged replicates	HindIII	CH12.LX	Hi-C on CH12.LX	dilution Hi-C on CH12.LX with HindIII and bio-dCTP	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e732f63e-f46e-4964-9d4f-4dfe94875a6d/4DNFICYYSEGF.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIOMBURCF/@@download/4DNFIOMBURCF.bw	4DNES6YMW2WC	4DNEXZKNI8A6, 4DNEXWL6AZ1B	4DNFIOMBURCF	3.69	82abfdb91edc0d60a8a5b30ff28844c7	insulation score-diamond	bw	2, 1	1, 1	immortalized cell line	mouse	N/A	N/A	N/A	released	released	Rao SS et al. (2014)	Dilution Hi-C	merged replicates	HindIII	CH12.LX	Hi-C on CH12.LX	dilution Hi-C on CH12.LX with HindIII and bio-dCTP	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/93447995-59bf-4725-818c-323a857a7ef3/4DNFIOMBURCF.bw
https://data.4dnucleome.org/files-processed/4DNFIR2CS1JP/@@download/4DNFIR2CS1JP.bw	4DNES6YMW2WC	4DNEXZKNI8A6, 4DNEXWL6AZ1B	4DNFIR2CS1JP	0.18	a9547e0c9c5ab24771785fc1a7119a59	compartments	bw	2, 1	1, 1	immortalized cell line	mouse	N/A	N/A	N/A	released	released	Rao SS et al. (2014)	Dilution Hi-C	merged replicates	HindIII	CH12.LX	Hi-C on CH12.LX	dilution Hi-C on CH12.LX with HindIII and bio-dCTP	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7b805004-2ba3-49b2-996a-0477326cc009/4DNFIR2CS1JP.bw
https://data.4dnucleome.org/files-processed/4DNFI9H5B7J4/@@download/4DNFI9H5B7J4.pairs.gz	4DNES7BN9OCB	4DNEX49TP1YT, 4DNEXDNEIE68	4DNFI9H5B7J4	2208.81	5d6a3234940c07041491737395f29c93	contact list-combined	pairs	2, 1	1, 1	stem cell	mouse	N/A	N/A	N/A	released	released	Rivera-Mulia JC et al. (2018)	Capture Hi-C	merged replicates	HindIII	F121-6-CASTx129	N/A	N/A	processed file	4DN	4DN DCIC, HMS	David Gilbert, SDBRI	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2df83e5f-5d12-46e1-abba-873bf90ca3d3/4DNFI9H5B7J4.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI9H5B7J4/@@download/4DNFI9H5B7J4.pairs.gz.px2	4DNES7BN9OCB	4DNEX49TP1YT, 4DNEXDNEIE68	4DNFI9H5B7J4	8.05	12b13f60fd9cab41377823b60acd238a	contact list-combined	pairs_px2	2, 1	1, 1	stem cell	mouse	secondary file for	4DNFI9H5B7J4	N/A	released	released	Rivera-Mulia JC et al. (2018)	Capture Hi-C	merged replicates	HindIII	F121-6-CASTx129	N/A	N/A	processed file	4DN	4DN DCIC, HMS	David Gilbert, SDBRI	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2df83e5f-5d12-46e1-abba-873bf90ca3d3/4DNFI9H5B7J4.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIYARWYZ1/@@download/4DNFIYARWYZ1.hic	4DNES7BN9OCB	4DNEX49TP1YT, 4DNEXDNEIE68	4DNFIYARWYZ1	839.78	d3a276c6d881b3caddc4849f8567ae42	contact matrix	hic	2, 1	1, 1	stem cell	mouse	N/A	N/A	N/A	released	released	Rivera-Mulia JC et al. (2018)	Capture Hi-C	merged replicates	HindIII	F121-6-CASTx129	N/A	N/A	processed file	4DN	4DN DCIC, HMS	David Gilbert, SDBRI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d9541c1b-b180-4fea-9ac9-bd68aa80f69d/4DNFIYARWYZ1.hic
https://data.4dnucleome.org/files-processed/4DNFICF9PA9C/@@download/4DNFICF9PA9C.mcool	4DNES7BN9OCB	4DNEX49TP1YT, 4DNEXDNEIE68	4DNFICF9PA9C	508.52	5eeefeb7fb9f2262789ae2aed7a70dd6	contact matrix	mcool	2, 1	1, 1	stem cell	mouse	N/A	N/A	N/A	released	released	Rivera-Mulia JC et al. (2018)	Capture Hi-C	merged replicates	HindIII	F121-6-CASTx129	N/A	N/A	processed file	4DN	4DN DCIC, HMS	David Gilbert, SDBRI	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c2df21e1-0dfb-47b0-a8a7-f99791f9582c/4DNFICF9PA9C.mcool
https://data.4dnucleome.org/files-processed/4DNFII461Q5Z/@@download/4DNFII461Q5Z.pairs.gz	4DNES7DFQZLI	4DNEXCYOTRZ8, 4DNEXECZBL99	4DNFII461Q5Z	3338.83	c562fcd2988f0a729c795f8bf4c5408c	contact list-combined	pairs	1, 2	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	merged replicates	HindIII	NCI-H460	Hi-C on ENCODE3 cell lines	NCI-H460	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8026f7d2-ff89-4a89-87ae-badb1b71974b/4DNFII461Q5Z.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFII461Q5Z/@@download/4DNFII461Q5Z.pairs.gz.px2	4DNES7DFQZLI	4DNEXCYOTRZ8, 4DNEXECZBL99	4DNFII461Q5Z	23.97	a03e8681e2cac33c077289db0dd43597	contact list-combined	pairs_px2	1, 2	1, 1	immortalized cell line	human	secondary file for	4DNFII461Q5Z	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	merged replicates	HindIII	NCI-H460	Hi-C on ENCODE3 cell lines	NCI-H460	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8026f7d2-ff89-4a89-87ae-badb1b71974b/4DNFII461Q5Z.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIOW9TTC1/@@download/4DNFIOW9TTC1.hic	4DNES7DFQZLI	4DNEXCYOTRZ8, 4DNEXECZBL99	4DNFIOW9TTC1	2623.22	fe6c9c9c8a500a296d30363e4ff65294	contact matrix	hic	1, 2	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	merged replicates	HindIII	NCI-H460	Hi-C on ENCODE3 cell lines	NCI-H460	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c340694f-14f3-4638-b09b-98220c20039a/4DNFIOW9TTC1.hic
https://data.4dnucleome.org/files-processed/4DNFIGBYT93X/@@download/4DNFIGBYT93X.mcool	4DNES7DFQZLI	4DNEXCYOTRZ8, 4DNEXECZBL99	4DNFIGBYT93X	2614.03	394bd1b4584f371acc2567d2572a3a4e	contact matrix	mcool	1, 2	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	merged replicates	HindIII	NCI-H460	Hi-C on ENCODE3 cell lines	NCI-H460	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/136168e2-f9bd-4adc-82ac-1e7eaadce2bb/4DNFIGBYT93X.mcool
https://data.4dnucleome.org/files-processed/4DNFICC87V6X/@@download/4DNFICC87V6X.bed.gz	4DNES7DFQZLI	4DNEXCYOTRZ8, 4DNEXECZBL99	4DNFICC87V6X	0.20	97b93877dfab6bbec7cc9c4d26d91f91	boundaries	bed	1, 2	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	merged replicates	HindIII	NCI-H460	Hi-C on ENCODE3 cell lines	NCI-H460	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/21c53083-8060-4b8b-b2bf-4a2d37559066/4DNFICC87V6X.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIWV4J8Q7/@@download/4DNFIWV4J8Q7.bw	4DNES7DFQZLI	4DNEXCYOTRZ8, 4DNEXECZBL99	4DNFIWV4J8Q7	3.96	b4a75d60dd64898924ee790fb17b0a94	insulation score-diamond	bw	1, 2	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	merged replicates	HindIII	NCI-H460	Hi-C on ENCODE3 cell lines	NCI-H460	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0defa666-2300-4d23-8b03-b2c9bf5af97d/4DNFIWV4J8Q7.bw
https://data.4dnucleome.org/files-processed/4DNFIXSPM83W/@@download/4DNFIXSPM83W.bw	4DNES7DFQZLI	4DNEXCYOTRZ8, 4DNEXECZBL99	4DNFIXSPM83W	0.20	7650164850fddd3f9f90d74ee94f77bd	compartments	bw	1, 2	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Correspondence: job.dekker@umassmed.edu	Dilution Hi-C	merged replicates	HindIII	NCI-H460	Hi-C on ENCODE3 cell lines	NCI-H460	processed file	ENCODE	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9b03900c-391c-4e1c-8672-501b57c1cd7c/4DNFIXSPM83W.bw
https://data.4dnucleome.org/files-processed/4DNFIC36CVTT/@@download/4DNFIC36CVTT.pairs.gz	4DNES7QUTR6Z	4DNEXI7VXCWP	4DNFIC36CVTT	1377.65	168c33c1fdaa3c1726b9a72178bfdd44	contact list-combined	pairs	1	1	immortalized cell line	chicken	N/A	N/A	N/A	released	released	Gibcus JH et al. (2018)	Dilution Hi-C	unreplicated	HindIII	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HiC on sorted sync. SMC2-AID chicken cells	prophase (10m), SMC2-	processed file	External	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2c5b580a-6def-4cb0-b7f1-cab23e5acd2b/4DNFIC36CVTT.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIC36CVTT/@@download/4DNFIC36CVTT.pairs.gz.px2	4DNES7QUTR6Z	4DNEXI7VXCWP	4DNFIC36CVTT	6.45	ee6b5a4d58bc6125aa10cce9456791e4	contact list-combined	pairs_px2	1	1	immortalized cell line	chicken	secondary file for	4DNFIC36CVTT	N/A	released	released	Gibcus JH et al. (2018)	Dilution Hi-C	unreplicated	HindIII	DT40 with random integration of GFP and AID-tagged SMC2 gene, random integration of X. laevis Cdk1, CDK1 disruption, random integration of SMC2 gene, SMC2 gene deletion	HiC on sorted sync. SMC2-AID chicken cells	prophase (10m), SMC2-	processed file	External	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2c5b580a-6def-4cb0-b7f1-cab23e5acd2b/4DNFIC36CVTT.pairs.gz
